Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Prices
4491030,Jet Ski,Bayliner,New,1999,23.77,7.51,Aluminum,Goa,303,2127953
3984049,Motorboat,Boston Whaler,New,1999,24.19,2.26,Aluminum,Visakhapatnam,294,1460103
1192530,Sailboat,Boston Whaler,Used,2007,42.27,8.65,Steel,Mumbai,97,3622102
2082724,Jet Ski,Boston Whaler,New,1996,36.99,2.97,Aluminum,Mumbai,466,1725671
929318,Jet Ski,Bayliner,New,2005,23.91,9.9,Fiberglass,Visakhapatnam,414,3640478
3779308,Sailboat,Jeanneau,Used,2019,45.91,5.02,Steel,Kochi,282,4085744
1453360,Jet Ski,Jeanneau,New,2017,28.46,5.61,Fiberglass,Chennai,172,3549768
3062600,Fishing Boat,Jeanneau,Used,2017,26.84,3.12,Aluminum,Goa,383,4947323
3521577,Fishing Boat,Sea Ray,Used,1998,25.96,6.43,Aluminum,Visakhapatnam,288,3788216
4028539,Yacht,Jeanneau,New,1995,41.66,5.87,Aluminum,Mumbai,420,4893660
1061931,Jet Ski,Bayliner,New,1997,14.17,3.63,Wood,Mumbai,117,998813
2070771,Sailboat,Sea Ray,Used,2012,8.96,2.33,Wood,Mumbai,95,4423590
1753533,Jet Ski,Boston Whaler,New,2010,42.07,5.87,Aluminum,Goa,252,1588725
1816686,Fishing Boat,Bayliner,Used,2000,31.17,7.04,Wood,Visakhapatnam,337,1333534
1001942,Jet Ski,Bayliner,Used,1997,36.68,5.42,Aluminum,Goa,301,3382364
3163018,Fishing Boat,Yamaha,Used,2012,37.9,2.28,Fiberglass,Chennai,383,1470810
1856950,Fishing Boat,Yamaha,New,2023,38.94,2.12,Steel,Visakhapatnam,30,64933
3566711,Sailboat,Sea Ray,Used,2017,17.82,3.56,Fiberglass,Mumbai,86,2144825
4127200,Jet Ski,Jeanneau,New,2002,12.93,9.15,Steel,Goa,233,2294506
4385283,Jet Ski,Yamaha,Used,1999,25.63,7.08,Aluminum,Mumbai,424,3509058
785499,Yacht,Beneteau,Used,2018,8.44,6.6,Wood,Goa,378,3756901
611912,Yacht,Sea Ray,Used,1993,49.67,4.92,Steel,Visakhapatnam,105,3802831
1992018,Sailboat,Yamaha,New,1995,17.87,7.8,Fiberglass,Mumbai,287,3258383
567244,Fishing Boat,Yamaha,New,2022,12.93,9.42,Steel,Mumbai,99,4630470
3656038,Motorboat,Yamaha,New,2020,24.36,9.79,Aluminum,Goa,432,3242582
2666838,Sailboat,Bayliner,New,2023,18.78,5.38,Aluminum,Goa,244,1769633
2311423,Fishing Boat,Beneteau,New,1992,47.37,5.62,Fiberglass,Visakhapatnam,146,486801
4277127,Sailboat,Boston Whaler,Used,1990,14.12,9.36,Fiberglass,Mumbai,324,1687378
3546917,Motorboat,Boston Whaler,New,2001,31.3,2.91,Steel,Chennai,166,670867
4211105,Yacht,Bayliner,New,2000,34.47,9.81,Aluminum,Chennai,267,1603695
1425535,Yacht,Beneteau,Used,2016,32.05,5.97,Wood,Goa,58,1469709
1244235,Fishing Boat,Bayliner,New,2024,38.81,6.87,Aluminum,Mumbai,179,4219388
1694941,Yacht,Yamaha,Used,2014,47.03,4.17,Fiberglass,Kochi,182,3180695
1853688,Sailboat,Sea Ray,New,2000,33.95,8.55,Steel,Chennai,205,3098309
2493769,Jet Ski,Yamaha,Used,2015,43.49,8.58,Aluminum,Kochi,286,2536057
1065601,Motorboat,Beneteau,New,1997,7.37,4.61,Aluminum,Visakhapatnam,109,2743679
1872517,Jet Ski,Beneteau,New,1990,27.48,6.49,Steel,Goa,102,1520649
2919095,Sailboat,Sea Ray,Used,2012,17.94,9.75,Wood,Mumbai,63,1541096
77411,Yacht,Jeanneau,New,2000,22.25,2.21,Steel,Chennai,354,2386778
3966927,Yacht,Yamaha,Used,2006,49.49,2.7,Aluminum,Mumbai,9,3529867
1732730,Yacht,Beneteau,New,2018,9.98,4.88,Aluminum,Chennai,479,3171257
1893541,Motorboat,Beneteau,Used,1996,32.85,7.96,Aluminum,Goa,0,1481905
928664,Yacht,Beneteau,Used,2002,19.72,3.36,Steel,Kochi,75,2184489
4964210,Fishing Boat,Bayliner,Used,2001,26.23,6.63,Fiberglass,Mumbai,364,1684603
3074558,Sailboat,Boston Whaler,Used,2002,30.1,4.74,Wood,Goa,199,1794328
1698478,Fishing Boat,Boston Whaler,Used,2007,41.8,9.72,Aluminum,Goa,119,69187
254338,Yacht,Yamaha,Used,2006,29.8,8.83,Fiberglass,Chennai,56,4711816
2633249,Jet Ski,Bayliner,New,2012,18.4,9.16,Fiberglass,Goa,59,186909
492781,Yacht,Bayliner,New,1998,12.95,4.62,Aluminum,Chennai,432,2264766
1794317,Jet Ski,Sea Ray,New,2000,25.49,3.16,Wood,Kochi,36,300770
2143122,Sailboat,Boston Whaler,New,2022,25.1,7.55,Wood,Chennai,246,2782092
1840017,Fishing Boat,Yamaha,New,2008,39.79,9.9,Aluminum,Visakhapatnam,378,4816574
3513102,Sailboat,Yamaha,Used,1991,24.05,4.43,Wood,Chennai,37,3892353
3030231,Yacht,Yamaha,Used,2011,9.86,6.19,Wood,Visakhapatnam,152,2465113
876565,Jet Ski,Jeanneau,New,2023,12.85,4.46,Wood,Goa,387,613024
3743004,Motorboat,Jeanneau,New,2020,32.44,9.82,Fiberglass,Chennai,136,1631358
3285923,Jet Ski,Jeanneau,New,2014,14.3,2.96,Steel,Chennai,213,2007493
985953,Fishing Boat,Sea Ray,Used,2002,13.44,8.35,Wood,Kochi,150,2133941
1067932,Motorboat,Sea Ray,Used,2022,36.78,4.46,Steel,Goa,480,3409345
2362563,Yacht,Sea Ray,Used,2009,48.57,2.85,Steel,Goa,335,1744652
4886060,Jet Ski,Beneteau,New,2008,17.45,5.56,Wood,Mumbai,210,3274769
3878516,Yacht,Jeanneau,New,1999,9.31,5.3,Fiberglass,Chennai,154,1956572
3503203,Fishing Boat,Yamaha,Used,2024,48.1,2.57,Fiberglass,Goa,183,3060049
757586,Motorboat,Jeanneau,Used,1990,25.03,7.32,Fiberglass,Mumbai,17,2485846
3351694,Motorboat,Beneteau,New,1997,18.37,6.34,Wood,Kochi,94,1681583
4364577,Jet Ski,Sea Ray,Used,2022,20.37,2.68,Aluminum,Mumbai,143,2196713
1823086,Sailboat,Bayliner,Used,2024,35.5,7.34,Aluminum,Visakhapatnam,44,902081
1951026,Motorboat,Sea Ray,New,1991,21.83,2.0,Wood,Chennai,386,2436409
3151258,Jet Ski,Sea Ray,New,1994,42.28,7.11,Wood,Chennai,99,1553966
1177967,Yacht,Sea Ray,Used,2023,44.77,6.37,Aluminum,Kochi,409,4057813
1090987,Jet Ski,Beneteau,New,1997,15.3,4.06,Aluminum,Visakhapatnam,201,1686760
202290,Motorboat,Beneteau,Used,2000,18.97,7.7,Fiberglass,Mumbai,164,2826180
866530,Jet Ski,Beneteau,New,2015,27.88,5.47,Wood,Goa,478,1379888
1451880,Fishing Boat,Bayliner,Used,2023,45.77,3.17,Wood,Visakhapatnam,465,4426079
1003462,Sailboat,Yamaha,Used,1993,42.73,7.58,Wood,Chennai,292,4166305
2746446,Sailboat,Beneteau,New,1993,29.56,6.65,Fiberglass,Kochi,17,298533
2989807,Fishing Boat,Jeanneau,New,1999,9.04,4.5,Wood,Chennai,290,401605
1938299,Sailboat,Bayliner,Used,2020,24.07,7.47,Wood,Chennai,166,3217930
4141300,Sailboat,Bayliner,New,1992,29.32,6.84,Fiberglass,Chennai,121,2439882
4860955,Fishing Boat,Bayliner,New,1998,44.85,8.94,Wood,Kochi,434,2057773
3642910,Motorboat,Yamaha,New,2003,18.23,6.76,Fiberglass,Mumbai,322,4526607
4538602,Sailboat,Sea Ray,New,2000,36.25,5.47,Steel,Chennai,413,1099725
397800,Fishing Boat,Boston Whaler,New,2010,20.52,2.96,Steel,Goa,76,1201616
1411345,Fishing Boat,Beneteau,Used,2022,39.48,2.76,Fiberglass,Kochi,126,2616657
2112385,Fishing Boat,Bayliner,Used,2003,21.25,9.37,Steel,Kochi,86,3235861
1218577,Jet Ski,Beneteau,Used,1995,26.74,9.92,Fiberglass,Kochi,346,1861601
3428605,Jet Ski,Jeanneau,Used,2017,48.06,8.97,Fiberglass,Visakhapatnam,201,1032916
4632867,Yacht,Beneteau,New,2009,7.38,7.2,Steel,Kochi,344,4791804
1164304,Yacht,Sea Ray,Used,2017,44.09,7.23,Steel,Chennai,201,3661534
4291339,Fishing Boat,Boston Whaler,Used,2019,34.78,7.19,Steel,Kochi,341,3972508
4398803,Fishing Boat,Sea Ray,Used,2016,11.13,9.77,Wood,Visakhapatnam,208,1420991
3956826,Yacht,Boston Whaler,Used,2011,34.0,4.65,Steel,Goa,372,1018533
1492376,Sailboat,Boston Whaler,Used,2002,36.41,9.95,Fiberglass,Chennai,460,2443656
139762,Jet Ski,Jeanneau,New,2000,5.01,5.68,Aluminum,Mumbai,36,1027917
4999044,Fishing Boat,Beneteau,New,2001,19.44,7.9,Steel,Chennai,252,211478
4494065,Jet Ski,Sea Ray,Used,2022,40.68,8.23,Fiberglass,Goa,229,3934060
4277607,Fishing Boat,Bayliner,Used,2009,11.83,7.35,Steel,Visakhapatnam,197,2039517
1295564,Yacht,Boston Whaler,New,2021,30.52,8.23,Fiberglass,Kochi,43,1774732
1352395,Yacht,Jeanneau,New,2016,28.97,3.73,Fiberglass,Chennai,471,1908235
3347844,Yacht,Boston Whaler,Used,2014,8.69,4.88,Steel,Chennai,287,3408471
1106027,Sailboat,Sea Ray,Used,2006,23.31,9.27,Steel,Mumbai,434,1115600
2516569,Sailboat,Bayliner,New,2015,7.37,6.88,Fiberglass,Visakhapatnam,52,174816
3585895,Jet Ski,Yamaha,Used,2015,19.6,2.85,Fiberglass,Kochi,89,4832766
4253397,Motorboat,Sea Ray,New,2019,44.85,6.06,Aluminum,Mumbai,138,4807270
318137,Motorboat,Beneteau,New,2018,39.24,6.88,Aluminum,Chennai,476,2025888
2678351,Fishing Boat,Beneteau,Used,2022,29.52,5.16,Fiberglass,Goa,336,3271281
2938170,Motorboat,Yamaha,New,2003,39.25,8.55,Fiberglass,Goa,471,3825734
4106630,Jet Ski,Yamaha,Used,2007,16.84,8.04,Fiberglass,Mumbai,134,1366091
1672216,Motorboat,Beneteau,New,2005,26.66,3.34,Wood,Mumbai,403,4011575
4297361,Jet Ski,Boston Whaler,New,2018,22.94,5.29,Wood,Visakhapatnam,114,396771
2353124,Motorboat,Boston Whaler,Used,2013,29.39,4.88,Aluminum,Mumbai,217,980469
3834873,Fishing Boat,Sea Ray,Used,2015,31.79,7.06,Fiberglass,Mumbai,119,2232608
3020505,Motorboat,Jeanneau,Used,2012,5.24,6.37,Aluminum,Mumbai,103,2949342
2902021,Sailboat,Bayliner,Used,1993,47.92,8.63,Wood,Visakhapatnam,15,3067815
4568972,Sailboat,Sea Ray,New,2003,22.12,4.22,Aluminum,Goa,210,1494939
1844524,Fishing Boat,Yamaha,New,1990,35.55,4.25,Wood,Chennai,467,891286
471287,Sailboat,Jeanneau,New,2000,27.51,2.43,Steel,Goa,278,139277
1595120,Motorboat,Jeanneau,New,2023,49.46,2.24,Aluminum,Goa,355,2837598
2260021,Yacht,Beneteau,Used,2024,26.76,3.84,Fiberglass,Goa,210,3507266
3826563,Motorboat,Bayliner,Used,2022,45.87,5.22,Fiberglass,Mumbai,42,2813843
3508727,Sailboat,Sea Ray,Used,2000,23.08,7.37,Aluminum,Visakhapatnam,489,2673224
2580762,Motorboat,Bayliner,Used,2002,48.05,4.48,Fiberglass,Mumbai,181,3535596
2250850,Yacht,Boston Whaler,New,1991,42.43,7.17,Steel,Kochi,452,4675263
2050771,Fishing Boat,Boston Whaler,New,2004,20.86,9.58,Aluminum,Mumbai,424,1874172
3657825,Fishing Boat,Yamaha,Used,2012,19.1,2.16,Fiberglass,Visakhapatnam,118,4198283
2886329,Motorboat,Beneteau,New,1990,49.91,3.19,Steel,Mumbai,112,992316
279495,Motorboat,Yamaha,New,1993,20.43,6.01,Steel,Mumbai,382,2453178
3995497,Motorboat,Jeanneau,New,1992,29.79,6.02,Wood,Mumbai,454,2340261
1224520,Yacht,Sea Ray,Used,1992,15.86,3.23,Wood,Goa,446,4509685
1384843,Jet Ski,Jeanneau,Used,2001,6.21,9.32,Wood,Mumbai,480,3474738
3172128,Motorboat,Jeanneau,Used,2011,41.26,3.19,Steel,Chennai,141,4172456
4150157,Fishing Boat,Yamaha,New,2017,32.33,6.61,Steel,Goa,391,2779623
4149514,Motorboat,Beneteau,New,2009,16.34,5.83,Fiberglass,Goa,124,1608693
4693043,Fishing Boat,Yamaha,Used,2018,34.52,4.47,Steel,Kochi,156,3124422
1351644,Yacht,Sea Ray,Used,2014,14.44,5.35,Fiberglass,Goa,73,3690720
4931507,Motorboat,Beneteau,Used,2020,8.98,9.28,Wood,Mumbai,391,713602
1530073,Motorboat,Boston Whaler,Used,2002,33.95,8.07,Aluminum,Kochi,369,997342
3916878,Sailboat,Sea Ray,Used,2021,46.84,8.28,Steel,Goa,204,1821759
3661124,Yacht,Sea Ray,New,2019,29.61,7.09,Steel,Visakhapatnam,94,4888159
1300952,Yacht,Bayliner,New,1997,6.63,3.87,Fiberglass,Visakhapatnam,131,1969955
3809536,Fishing Boat,Jeanneau,Used,1999,20.65,2.67,Wood,Kochi,1,4765716
1753096,Motorboat,Jeanneau,Used,2005,30.78,8.27,Aluminum,Mumbai,215,1993506
575056,Jet Ski,Bayliner,New,2009,46.38,8.03,Wood,Visakhapatnam,301,1311626
2193420,Yacht,Jeanneau,Used,2019,28.57,8.24,Fiberglass,Goa,333,4881708
4775275,Motorboat,Bayliner,Used,1998,13.76,6.97,Steel,Visakhapatnam,425,3690402
4633408,Jet Ski,Beneteau,New,2005,29.68,2.35,Aluminum,Chennai,6,2854115
1249654,Yacht,Yamaha,Used,1999,24.43,9.76,Wood,Goa,394,2798875
2951627,Yacht,Beneteau,New,2017,40.71,4.64,Aluminum,Kochi,399,734091
2743960,Motorboat,Boston Whaler,New,2013,49.17,8.44,Aluminum,Mumbai,468,671607
2490250,Jet Ski,Beneteau,New,2008,21.28,2.07,Wood,Goa,186,4676505
303310,Fishing Boat,Jeanneau,Used,2017,8.82,3.5,Aluminum,Visakhapatnam,196,1608637
4921496,Fishing Boat,Boston Whaler,Used,2015,14.1,7.77,Steel,Goa,116,2766865
1377632,Jet Ski,Yamaha,New,1995,29.04,7.95,Steel,Kochi,440,3293843
81846,Fishing Boat,Sea Ray,Used,2010,35.23,6.93,Aluminum,Mumbai,373,477283
1298729,Jet Ski,Yamaha,New,1993,21.68,5.63,Wood,Mumbai,96,608249
3855326,Sailboat,Sea Ray,New,1990,24.58,5.9,Wood,Mumbai,56,2581313
4070351,Jet Ski,Yamaha,Used,2002,13.67,4.12,Wood,Kochi,343,4826691
4245904,Yacht,Sea Ray,New,2012,38.63,4.09,Wood,Mumbai,209,444888
4746773,Fishing Boat,Jeanneau,Used,1994,14.2,8.21,Steel,Kochi,38,1962400
1688557,Jet Ski,Beneteau,Used,2009,15.87,7.13,Aluminum,Visakhapatnam,98,4846672
1300451,Motorboat,Bayliner,New,2011,33.65,3.3,Wood,Visakhapatnam,126,3651080
2352706,Motorboat,Sea Ray,New,2008,43.72,4.58,Wood,Chennai,186,2198956
1243565,Yacht,Boston Whaler,New,2016,44.34,9.24,Aluminum,Mumbai,140,2810912
455744,Yacht,Boston Whaler,Used,2002,33.77,5.17,Fiberglass,Kochi,212,4551670
4105064,Jet Ski,Boston Whaler,New,2012,20.62,3.3,Steel,Kochi,91,3052323
3102527,Jet Ski,Yamaha,Used,1993,6.73,6.76,Aluminum,Kochi,411,347339
3911091,Jet Ski,Boston Whaler,New,2017,10.99,6.75,Aluminum,Visakhapatnam,186,4909154
4171865,Fishing Boat,Bayliner,New,2006,5.76,2.6,Wood,Visakhapatnam,395,3190845
3997685,Motorboat,Jeanneau,Used,2020,19.06,4.51,Wood,Visakhapatnam,360,714652
1495650,Fishing Boat,Bayliner,Used,2010,13.52,6.62,Wood,Mumbai,330,162619
2820917,Jet Ski,Sea Ray,Used,2005,43.8,2.25,Wood,Kochi,496,2446013
4864202,Jet Ski,Boston Whaler,Used,2022,35.63,9.92,Steel,Chennai,49,2790175
4336821,Fishing Boat,Beneteau,Used,2005,16.47,6.28,Fiberglass,Kochi,217,4794088
4518794,Yacht,Beneteau,New,1998,48.66,9.64,Aluminum,Visakhapatnam,327,4334492
1240816,Jet Ski,Boston Whaler,Used,1995,45.33,3.73,Wood,Chennai,411,1408138
4781846,Sailboat,Jeanneau,New,1990,45.09,4.67,Steel,Mumbai,185,3058097
2336658,Sailboat,Boston Whaler,New,1999,32.14,3.33,Wood,Visakhapatnam,231,2640508
2693907,Jet Ski,Bayliner,New,2020,42.95,8.3,Fiberglass,Goa,68,3936076
1779663,Yacht,Yamaha,Used,1993,15.65,3.91,Wood,Goa,397,1473943
2049713,Fishing Boat,Sea Ray,New,2022,25.41,6.6,Wood,Goa,139,490439
4788347,Fishing Boat,Sea Ray,Used,2001,13.17,8.78,Fiberglass,Visakhapatnam,48,2966326
1107073,Sailboat,Jeanneau,Used,1994,24.2,4.41,Steel,Goa,293,2470417
1110060,Yacht,Jeanneau,New,2023,21.4,2.4,Fiberglass,Visakhapatnam,47,3840965
1714733,Motorboat,Sea Ray,New,2017,48.39,8.46,Steel,Mumbai,263,316285
4434498,Motorboat,Sea Ray,Used,2006,7.66,4.63,Wood,Mumbai,327,3244311
1739569,Fishing Boat,Bayliner,New,2008,29.27,6.71,Aluminum,Chennai,93,2964359
565780,Jet Ski,Jeanneau,New,2021,12.51,9.04,Steel,Mumbai,212,3097804
1006602,Motorboat,Beneteau,New,1994,38.19,5.81,Fiberglass,Goa,130,112029
3262207,Sailboat,Yamaha,New,2013,18.44,9.73,Wood,Visakhapatnam,310,2253283
2991551,Fishing Boat,Boston Whaler,Used,2016,46.04,9.99,Aluminum,Visakhapatnam,479,486013
64504,Yacht,Bayliner,Used,2017,42.37,7.06,Wood,Chennai,253,913498
2393750,Yacht,Yamaha,Used,2010,6.3,8.66,Steel,Mumbai,311,3688192
2180989,Fishing Boat,Beneteau,Used,2001,34.42,3.41,Steel,Chennai,348,1882150
1291685,Yacht,Sea Ray,New,1995,47.45,5.13,Wood,Chennai,178,2001773
2038484,Sailboat,Bayliner,Used,2015,12.94,6.05,Fiberglass,Chennai,44,623991
4956444,Sailboat,Bayliner,New,2011,17.23,3.43,Steel,Goa,236,2473974
4184706,Yacht,Beneteau,New,1998,38.06,8.44,Steel,Mumbai,114,3606999
3453052,Yacht,Boston Whaler,Used,2015,13.26,9.02,Fiberglass,Kochi,225,3778249
3883830,Motorboat,Boston Whaler,Used,2015,46.59,7.7,Aluminum,Kochi,73,842577
3791658,Motorboat,Beneteau,Used,2021,21.6,2.93,Fiberglass,Visakhapatnam,454,603430
3322326,Yacht,Jeanneau,New,1991,48.74,3.4,Fiberglass,Kochi,330,1643938
2898766,Jet Ski,Beneteau,New,2017,35.12,4.19,Aluminum,Kochi,91,3980408
166008,Motorboat,Bayliner,Used,2008,45.81,4.12,Steel,Chennai,416,1822243
1050770,Motorboat,Sea Ray,New,2011,44.9,5.15,Steel,Chennai,296,4239885
229420,Motorboat,Bayliner,Used,2004,10.08,7.62,Aluminum,Visakhapatnam,329,3920576
1791334,Yacht,Bayliner,Used,2007,26.19,2.31,Fiberglass,Chennai,41,1393056
2227576,Yacht,Jeanneau,New,1997,31.31,3.54,Wood,Mumbai,380,1742427
2358773,Motorboat,Bayliner,New,2017,7.76,4.45,Aluminum,Chennai,165,3900153
168382,Jet Ski,Boston Whaler,New,1998,25.52,9.16,Steel,Visakhapatnam,202,4026199
3778612,Yacht,Bayliner,New,2010,43.41,4.33,Steel,Chennai,386,875581
398423,Sailboat,Yamaha,Used,1991,43.76,9.36,Aluminum,Mumbai,201,1050542
849453,Yacht,Yamaha,Used,1999,42.25,2.73,Wood,Visakhapatnam,130,3857151
570614,Fishing Boat,Boston Whaler,New,2019,15.29,8.99,Aluminum,Visakhapatnam,208,4213993
2929856,Sailboat,Boston Whaler,New,2013,38.79,8.31,Wood,Kochi,287,1619216
1790290,Jet Ski,Boston Whaler,New,2022,23.77,6.91,Fiberglass,Mumbai,354,3105292
4603824,Motorboat,Beneteau,New,2011,28.31,7.97,Steel,Kochi,159,213428
921980,Fishing Boat,Boston Whaler,New,2008,34.06,7.79,Wood,Goa,279,3315872
2587853,Yacht,Boston Whaler,New,2009,41.34,5.6,Fiberglass,Mumbai,205,85483
1913962,Yacht,Beneteau,New,2000,39.08,6.99,Aluminum,Visakhapatnam,262,3837016
4365198,Yacht,Beneteau,Used,1996,47.53,6.16,Fiberglass,Goa,331,311227
2787251,Yacht,Boston Whaler,New,2024,25.81,8.42,Wood,Visakhapatnam,391,1096709
3282081,Yacht,Beneteau,New,1998,23.63,9.33,Steel,Visakhapatnam,38,2544350
3924232,Yacht,Yamaha,New,2013,37.78,2.38,Aluminum,Goa,257,3968539
4225902,Motorboat,Jeanneau,Used,2006,34.01,9.17,Wood,Kochi,405,3042305
372392,Motorboat,Beneteau,New,2011,48.75,9.16,Aluminum,Visakhapatnam,164,3600671
788477,Fishing Boat,Yamaha,New,1999,37.71,6.7,Aluminum,Visakhapatnam,201,715291
3004757,Sailboat,Sea Ray,Used,2018,14.55,2.21,Steel,Goa,341,4204925
401828,Fishing Boat,Jeanneau,Used,2017,43.38,7.98,Steel,Goa,270,2374154
2422467,Jet Ski,Sea Ray,New,2001,37.12,9.94,Fiberglass,Goa,382,3451723
1389838,Fishing Boat,Bayliner,Used,2015,10.08,6.45,Aluminum,Kochi,39,1670729
2091769,Fishing Boat,Beneteau,New,2002,40.07,5.1,Fiberglass,Goa,76,1907758
2286598,Jet Ski,Beneteau,New,1995,19.75,7.98,Steel,Goa,416,696385
105349,Yacht,Bayliner,Used,2021,9.7,5.84,Steel,Chennai,105,1030074
267472,Yacht,Sea Ray,Used,2017,44.97,3.34,Fiberglass,Visakhapatnam,312,2199877
4998201,Fishing Boat,Sea Ray,New,2018,45.68,4.56,Wood,Visakhapatnam,100,1667916
4317303,Motorboat,Boston Whaler,New,2001,34.6,2.35,Fiberglass,Visakhapatnam,281,2380859
3885426,Fishing Boat,Beneteau,New,1995,32.96,7.42,Aluminum,Kochi,164,4746439
2123803,Jet Ski,Boston Whaler,Used,1994,39.45,7.19,Fiberglass,Kochi,396,606696
4433199,Jet Ski,Sea Ray,New,2017,10.44,7.71,Steel,Mumbai,29,1370250
3697592,Sailboat,Bayliner,New,1990,47.05,7.46,Steel,Mumbai,445,2238333
1388076,Yacht,Sea Ray,Used,2017,18.87,2.13,Steel,Kochi,64,496003
1784035,Sailboat,Sea Ray,New,1992,28.76,3.93,Fiberglass,Mumbai,271,3926987
4660193,Jet Ski,Yamaha,New,2024,27.61,6.45,Steel,Kochi,341,2874995
2726260,Yacht,Yamaha,Used,2000,44.17,8.32,Steel,Visakhapatnam,447,2800711
3636400,Motorboat,Bayliner,New,2007,42.8,9.46,Fiberglass,Mumbai,368,4515543
3878503,Yacht,Beneteau,Used,2006,36.49,2.84,Fiberglass,Kochi,446,3433419
2194574,Yacht,Yamaha,New,1994,5.81,3.77,Aluminum,Kochi,460,2960115
3632836,Yacht,Sea Ray,New,2013,5.24,3.78,Fiberglass,Mumbai,385,749431
4885517,Yacht,Boston Whaler,Used,2007,16.72,9.49,Aluminum,Chennai,436,609304
3190593,Fishing Boat,Bayliner,Used,1993,26.17,9.65,Fiberglass,Mumbai,251,4981895
63478,Jet Ski,Bayliner,New,2009,23.39,3.69,Steel,Visakhapatnam,180,2718027
3669336,Yacht,Jeanneau,Used,2006,42.73,9.61,Steel,Goa,43,2745332
4233297,Motorboat,Beneteau,Used,2004,14.11,9.1,Fiberglass,Chennai,319,1402467
3041647,Fishing Boat,Sea Ray,Used,2002,37.0,8.29,Wood,Visakhapatnam,36,2785955
3464164,Jet Ski,Yamaha,Used,1999,31.59,3.26,Steel,Goa,361,254207
4536102,Jet Ski,Boston Whaler,Used,2006,47.39,6.85,Aluminum,Mumbai,27,815909
4420546,Sailboat,Jeanneau,New,2009,16.81,9.53,Steel,Goa,360,4019376
3906107,Sailboat,Beneteau,New,2003,13.56,6.47,Steel,Kochi,4,1822652
1521823,Jet Ski,Boston Whaler,New,2005,10.92,2.71,Fiberglass,Goa,412,1768733
1385307,Motorboat,Boston Whaler,New,1993,37.62,3.68,Fiberglass,Goa,211,4058706
1225519,Motorboat,Beneteau,New,2006,46.65,7.55,Wood,Visakhapatnam,132,3734686
3281632,Jet Ski,Jeanneau,Used,2014,12.77,5.24,Wood,Goa,403,2858385
1809694,Sailboat,Jeanneau,Used,2004,45.41,7.16,Steel,Goa,173,890921
1105689,Jet Ski,Jeanneau,Used,2007,42.71,7.07,Steel,Mumbai,160,501113
2520102,Yacht,Jeanneau,Used,1990,46.73,7.47,Aluminum,Chennai,23,4966801
1644149,Yacht,Bayliner,Used,2002,45.83,7.12,Wood,Mumbai,411,4683353
2041774,Sailboat,Bayliner,Used,2009,43.09,4.37,Fiberglass,Mumbai,385,434413
842642,Yacht,Beneteau,Used,2018,41.21,6.06,Steel,Kochi,159,4793610
404012,Jet Ski,Boston Whaler,New,2018,27.29,8.37,Fiberglass,Kochi,313,1156783
4343763,Sailboat,Sea Ray,New,1992,14.72,2.62,Aluminum,Goa,96,4774089
4753260,Yacht,Sea Ray,Used,2012,14.42,4.46,Fiberglass,Visakhapatnam,190,1960762
909260,Jet Ski,Bayliner,New,1999,11.87,8.17,Fiberglass,Mumbai,413,1078250
912814,Fishing Boat,Jeanneau,New,2000,7.55,4.58,Steel,Visakhapatnam,447,1539373
4437303,Sailboat,Beneteau,New,1991,5.71,5.48,Aluminum,Chennai,210,2043713
1178163,Yacht,Sea Ray,New,1995,36.2,3.94,Steel,Chennai,161,2795552
4125693,Motorboat,Yamaha,New,2023,25.96,8.45,Steel,Chennai,105,2350685
1599705,Sailboat,Jeanneau,Used,2015,11.37,3.66,Wood,Goa,16,1720458
131538,Yacht,Beneteau,New,1997,38.02,9.52,Wood,Goa,7,3746480
3543995,Jet Ski,Beneteau,New,1993,8.31,4.96,Fiberglass,Mumbai,137,577783
230895,Yacht,Bayliner,New,1993,22.35,9.76,Fiberglass,Mumbai,389,4912107
2510926,Jet Ski,Yamaha,Used,2020,22.14,2.47,Steel,Chennai,484,178030
3531089,Sailboat,Boston Whaler,Used,1990,39.61,4.82,Fiberglass,Chennai,489,3513846
2542843,Yacht,Sea Ray,Used,2016,47.03,9.86,Aluminum,Chennai,114,3385838
4718878,Jet Ski,Jeanneau,Used,2017,39.58,4.23,Steel,Goa,479,4407548
3341106,Sailboat,Bayliner,New,2003,28.67,6.82,Aluminum,Kochi,318,1194306
4952349,Yacht,Yamaha,New,2021,5.04,5.04,Fiberglass,Kochi,263,459794
3983969,Jet Ski,Bayliner,Used,2001,35.94,5.72,Wood,Kochi,91,3965874
815892,Fishing Boat,Beneteau,New,2002,13.74,5.35,Fiberglass,Visakhapatnam,109,4953866
3513009,Yacht,Sea Ray,Used,2006,9.82,3.5,Steel,Mumbai,228,4020675
3506879,Jet Ski,Beneteau,New,2004,29.54,5.44,Fiberglass,Mumbai,179,1226471
2384326,Yacht,Sea Ray,New,2014,11.83,8.07,Aluminum,Kochi,425,2502563
4556254,Fishing Boat,Bayliner,New,1997,28.88,9.48,Wood,Kochi,392,1845663
4550631,Yacht,Jeanneau,New,2022,18.77,3.52,Wood,Chennai,316,1445017
1301789,Yacht,Sea Ray,Used,2008,21.26,4.6,Wood,Visakhapatnam,299,1864960
243471,Jet Ski,Bayliner,New,1993,44.47,8.42,Aluminum,Visakhapatnam,364,3333733
